po_number	product_code	customer_name	ordered_qty_pieces	customer_amount	po_created_date	po_received_date	delivery_date	delivery_number	status
3001977774	79618122	Kenvue	6048	6917.40	2025-12-22	2025-12-23	2026-01-28	16939	Completed
3001977775	43606072	Kenvue	8712	3801.92	2025-12-22	2025-12-23	2026-01-19	16918	Completed
3001977766	79640293	Kenvue	4000	4738.88	2025-12-22	2025-12-23	2026-01-22	16930	Completed
3001977768	79642243	Kenvue	2160	2072.09	2025-12-22	2025-12-23	2026-01-09	16884	Completed
3001977765	43710033	Kenvue	1680	5195.47	2025-12-22	2025-12-23	2026-01-21	16922	Completed
3001977773	43710032	Kenvue	3240	11091.04	2025-12-22	2025-12-23	2026-02-02	16961	Completed
3001977772	79618124	Kenvue	3744	5867.30	2025-12-22	2025-12-23	2026-01-21	16924	Completed
3001977776	79602628	Kenvue	3456	2067.07	2025-12-22	2025-12-23	2026-01-15	16906	Completed
3001977771	79640892	Kenvue	3600	3673.58	2025-12-22	2025-12-23	2026-01-09	16885	Completed
3001977770  	79643968	Kenvue	2880	8036.73	2025-12-22	2025-12-23	2026-01-16	16913	Completed
3001977777	79640962	Kenvue	2400	2785.44	2025-12-22	2025-12-23	2026-01-23	16938	Completed
3001977764	79644619	Kenvue	2400	7446.48	2025-12-22	2025-12-23	2026-01-21	16923	Completed
3001977769	79635594	Kenvue	3168	4931.53	2025-12-22	2025-12-23	2026-01-19	16920	Completed
3001975175	79642218	Kenvue	7296	6096.98	2025-12-02	2025-12-02	2026-01-23	16937	Completed
3001980708	79642243	Kenvue	4320	4144.18	2026-01-13	2026-01-14	2026-01-22	16929	Completed
3001980707	79642245	Kenvue	4608	4256.18	2026-01-13	2026-01-14	2026-01-28	16940	Completed
3001980710	79635532	Kenvue	11304	9485.98	2026-01-13	2026-01-14	2026-01-30	16953	Completed
3001980713	79644889	Kenvue	1944	5224.93	2026-01-13	2026-01-14	2026-01-29	16951	Completed
3001980711	43710032	Kenvue	1884	6449.23	2026-01-13	2026-01-14	2026-01-30	16955	Completed
3001980717	43710033	Kenvue	3360	10390.93	2026-01-13	2026-01-14	2026-02-05	16978	Completed
3001980714	79642218	Kenvue	6840	5715.91	2026-01-13	2026-01-14	2026-02-05	16976	Completed
3001980712	79640293	Kenvue	2832	3355.13	2026-01-13	2026-01-14	2026-01-29	16949	Completed
3001980715	79635526	Kenvue	7992	7252.74	2026-01-13	2026-01-14	2026-01-30	16954	Completed
3001980709	79635593	Kenvue	1248	1485.12	2026-01-13	2026-01-14	2026-01-28	16941	Completed
3001980716	79640853	Kenvue	2160	2090.75	2026-01-13	2026-01-14	2026-02-02	16960	Completed
3001981820	43606072	Kenvue	11352	4954.01	2026-01-20	2026-01-21	2026-02-04	16971	Completed
3001981813	79642245	Kenvue	4608	4256.18	2026-01-20	2026-01-21	2026-02-05	16977	Completed
3001981805	79643216	Kenvue	20032	9952.10	2026-01-20	2026-01-21	2026-02-17	17025	Completed
3001981809	79642243	Kenvue	2160	2072.09	2026-01-20	2026-01-21	2026-02-09	16987	Completed
3001981806	79642253	Kenvue	4608	3114.09	2026-01-20	2026-01-21	2026-02-03	16962	Completed
3001981807	79642253	Kenvue	4608	3114.09	2026-01-20	2026-01-21	2026-02-05	16979	Completed
3001981814	79602665	Kenvue	6192	3889.44	2026-01-20	2026-01-21	2026-02-03	16965	Completed
3001981812	79640293	Kenvue	5664	6710.25	2026-01-20	2026-01-21			PO Cancelled
3001981819	79640891	Kenvue	3456	3195.38	2026-01-20	2026-01-21	2026-02-03	16963	Completed
3001981818	79602628	Kenvue	3456	2067.07	2026-01-20	2026-01-21	2026-01-29	16950	Completed
3001981811	79641157	Kenvue	696	824.48	2026-01-20	2026-01-21	2026-02-02	16959	Completed
3001981817	79640890	Kenvue	2400	2217.43	2026-01-20	2026-01-21	2026-02-05	16975	Completed
3001981808	79618124	Kenvue	3744	5867.30	2026-01-20	2026-01-21	2026-02-10	16993	Completed
3001981815	79646378	Kenvue	5184	7154.54	2026-01-20	2026-01-21	2026-02-10	16992	Completed
3001981816	79618122	Kenvue	6048	6917.40	2026-01-20	2026-01-21	2026-02-10	16996	Completed
3001981810	43630033	Kenvue	5232	5000.90	2026-01-20	2026-01-21	2026-02-03	16964	Completed
3001982657	43020063	Kenvue	9396	5160.94	2026-01-28	2026-01-30	2026-02-13	17014	Completed
3001982655	79642245	Kenvue	4608	4256.18	2026-01-28	2026-01-30			WIP Called
3001982662	79642253	Kenvue	12096	8174.48	2026-01-28	2026-01-30	2026-02-09	16990	Completed
3001983715	79642243	Kenvue	600	575.58	2026-02-05	2026-02-05	2026-02-11	16998	Completed
3001982660	43606072	Kenvue	8712	3801.92	2026-01-28	2026-01-30	2026-02-13	17013	Completed
3001982656	79601073	Kenvue	2880	2335.59	2026-01-28	2026-01-30	2026-02-13	17011	Completed
3001982661	43619050	Kenvue	3120	2419.53	2026-01-28	2026-01-30	2026-02-11	16997	Completed
3001982659	79635526	Kenvue	1248	1132.56	2026-01-28	2026-01-30	2026-02-10	16994	Completed
3001982658	79635532	Kenvue	1440	1208.40	2026-01-28	2026-01-30	2026-02-10	16991	Completed
3001983388	43020063	Kenvue	11664	6406.69	2026-02-04	2026-02-04	2026-02-13	17015	Completed
3001983389	79646355	Kenvue	3456	5681.21	2026-02-04	2026-02-04	2026-02-16	17023	Completed
3001983390	79602665	Kenvue	11844	7439.69	2026-02-04	2026-02-04			WIP Called
3001983391	79640892	Kenvue	3600	3673.58	2026-02-04	2026-02-04	2026-02-16	17021	Completed
3001983392	79622703	Kenvue	5856	4078.53	2026-02-04	2026-02-04	2026-02-13	17012	Completed
3001983393	79644889	Kenvue	1944	5224.93	2026-02-04	2026-02-04	2026-02-17	17024	Completed
3001983394	79601072	Kenvue	5760	4579.03	2026-02-04	2026-02-04	2026-02-16	17022	Completed
3001983395	79618124	Kenvue	3744	5867.30	2026-02-04	2026-02-04			WIP Called
3001983396	43619051	Kenvue	3120	2350.51	2026-02-04	2026-02-04			WIP Called
3001984015	43020063	Kenvue	9396	5160.94	2026-02-09	2026-02-12			WIP Called
3001984014	43020063	Kenvue	11664	6406.69	2026-02-09	2026-02-12			WIP Called
3001984732	79635593	Kenvue	1248	1485.12	2026-02-11	2026-02-12			WIP Called
3001984734	79635594	Kenvue	1632	2540.49	2026-02-11	2026-02-12			WIP Called
3001984731	79642245	Kenvue	4608	4256.18	2026-02-11	2026-02-12			WIP Called
3001984730	79642253	Kenvue	7200	4865.76	2026-02-11	2026-02-12			PO Cancelled
3001984733	79602665	Kenvue	5184	3256.28	2026-02-11	2026-02-12			WIP Called
3001984736	43020063	Kenvue	11664	6406.69	2026-02-11	2026-02-12			WIP Called
3001984739	43606072	Kenvue	8712	3801.92	2026-02-11	2026-02-12			WIP Called
3001984740	79602628	Kenvue	3456	2067.07	2026-02-11	2026-02-12			WIP Called
3001984741	79640891	Kenvue	3600	3328.52	2026-02-11	2026-02-12			WIP Called
3001984737	79601073	Kenvue	2880	2335.59	2026-02-11	2026-02-12			WIP Called
3001984735	4360903803	Kenvue	6336	4363.92	2026-02-11	2026-02-12			WIP Called
3001984742	79618122	Kenvue	6048	6917.40	2026-02-11	2026-02-12			WIP Called
3001984738	79640853	Kenvue	2160	2090.75	2026-02-11	2026-02-12			WIP Called
3001985717	79618122	Kenvue	6048	6917.40	2026-02-17	2026-02-18			Open
3001985718	79618124	Kenvue	3744	5867.30	2026-02-17	2026-02-18			Open
3001985719	79638889	Kenvue	1008	963.49	2026-02-17	2026-02-18			Open
3001985720	79640293	Kenvue	3008	3563.64	2026-02-17	2026-02-18			Open
3001985721	79641157	Kenvue	2160	2558.74	2026-02-17	2026-02-18			Open
3001985722	79641566	Kenvue	6480	1079.24	2026-02-17	2026-02-18			Open
3001985723	79642218	Kenvue	1488	1243.46	2026-02-17	2026-02-18			Open
3001985724	79642243	Kenvue	6480	6216.26	2026-02-17	2026-02-18			Open
3001985725	79644889	Kenvue	1944	5224.93	2026-02-17	2026-02-18			Open
3001985726	79646378	Kenvue	5184	7154.54	2026-02-17	2026-02-18			Open
3001985728	43710032	Kenvue	606	2077.86	2026-02-17	2026-02-18			Open
